example_vamb_bin_24	example_contig_44862
example_vamb_bin_3834	example_contig_28662
example_vamb_bin_3834	example_contig_14734
example_vamb_bin_3834	example_contig_64787
example_vamb_bin_3834	example_contig_23644
example_vamb_bin_3834	example_contig_9537
example_vamb_bin_3834	example_contig_58801
example_vamb_bin_3834	example_contig_1918
example_vamb_bin_3834	example_contig_28411
example_vamb_bin_3834	example_contig_79810
example_vamb_bin_3834	example_contig_46113
example_vamb_bin_3834	example_contig_493
example_vamb_bin_3834	example_contig_73628
example_vamb_bin_3834	example_contig_27432
example_vamb_bin_3834	example_contig_26799
example_vamb_bin_3834	example_contig_51101
example_vamb_bin_3834	example_contig_67176
example_vamb_bin_3834	example_contig_10916
example_vamb_bin_3834	example_contig_13449
example_vamb_bin_3834	example_contig_65192
example_vamb_bin_3834	example_contig_35255
example_vamb_bin_3834	example_contig_28005
example_vamb_bin_3834	example_contig_63849
example_vamb_bin_3834	example_contig_27945
example_vamb_bin_3834	example_contig_46834
example_vamb_bin_3834	example_contig_45321
example_vamb_bin_3834	example_contig_27101
example_vamb_bin_3834	example_contig_29445
example_vamb_bin_3834	example_contig_32293
example_vamb_bin_3834	example_contig_24263
example_vamb_bin_3834	example_contig_36363
example_vamb_bin_3834	example_contig_72950
example_vamb_bin_3834	example_contig_7783
example_vamb_bin_3834	example_contig_12419
example_vamb_bin_3834	example_contig_32953
example_vamb_bin_3834	example_contig_32351
example_vamb_bin_3834	example_contig_56217
example_vamb_bin_3834	example_contig_49365
example_vamb_bin_3834	example_contig_52846
example_vamb_bin_3834	example_contig_32471
example_vamb_bin_3834	example_contig_42463
example_vamb_bin_3834	example_contig_31797
example_vamb_bin_3834	example_contig_33120
example_vamb_bin_3834	example_contig_31106
example_vamb_bin_3834	example_contig_72182
example_vamb_bin_3834	example_contig_24668
example_vamb_bin_3834	example_contig_359
example_vamb_bin_3834	example_contig_18068
example_vamb_bin_3834	example_contig_36219
example_vamb_bin_3834	example_contig_7872
example_vamb_bin_3834	example_contig_10940
example_vamb_bin_3834	example_contig_78102
example_vamb_bin_3834	example_contig_53946
example_vamb_bin_3834	example_contig_78394
example_vamb_bin_3834	example_contig_42405
example_vamb_bin_3834	example_contig_47466
example_vamb_bin_3834	example_contig_68169
example_vamb_bin_3834	example_contig_10640
example_vamb_bin_3834	example_contig_47318
example_vamb_bin_3834	example_contig_16747
example_vamb_bin_3834	example_contig_14306
example_vamb_bin_3834	example_contig_54506
example_vamb_bin_3834	example_contig_64342
example_vamb_bin_3834	example_contig_32936
example_vamb_bin_3834	example_contig_8104
example_vamb_bin_3834	example_contig_1688
example_vamb_bin_3834	example_contig_9675
example_vamb_bin_3834	example_contig_27920
example_vamb_bin_3834	example_contig_17764
example_vamb_bin_3834	example_contig_29993
example_vamb_bin_3834	example_contig_43785
example_vamb_bin_3834	example_contig_9505
example_vamb_bin_3834	example_contig_74240
example_vamb_bin_3834	example_contig_57132
example_vamb_bin_3834	example_contig_49398
example_vamb_bin_3834	example_contig_10630
example_vamb_bin_3834	example_contig_57329
example_vamb_bin_3834	example_contig_21329
example_vamb_bin_3834	example_contig_48532
example_vamb_bin_3834	example_contig_39018
example_vamb_bin_3834	example_contig_45279
example_vamb_bin_3834	example_contig_30997
example_vamb_bin_3834	example_contig_1849
example_vamb_bin_3834	example_contig_74617
example_vamb_bin_3834	example_contig_22946
example_vamb_bin_3834	example_contig_35287
example_vamb_bin_3834	example_contig_21364
example_vamb_bin_3834	example_contig_72380
example_vamb_bin_3834	example_contig_23844
example_vamb_bin_3834	example_contig_75313
example_vamb_bin_3834	example_contig_2131
example_vamb_bin_3834	example_contig_78746
example_vamb_bin_3834	example_contig_21140
example_vamb_bin_3834	example_contig_77846
example_vamb_bin_3834	example_contig_68593
example_vamb_bin_3834	example_contig_44780
example_vamb_bin_3834	example_contig_36694
example_vamb_bin_3834	example_contig_13178
example_vamb_bin_3834	example_contig_72996
example_vamb_bin_3834	example_contig_10726
example_vamb_bin_3834	example_contig_79741
example_vamb_bin_3834	example_contig_2429
example_vamb_bin_3834	example_contig_3894
example_vamb_bin_3834	example_contig_79859
example_vamb_bin_3834	example_contig_68252
example_vamb_bin_3834	example_contig_59333
example_vamb_bin_3834	example_contig_24222
example_vamb_bin_3834	example_contig_65434
example_vamb_bin_3834	example_contig_52245
example_vamb_bin_3834	example_contig_27298
example_vamb_bin_3834	example_contig_34902
example_vamb_bin_3834	example_contig_22263
example_vamb_bin_3834	example_contig_71890
example_vamb_bin_3834	example_contig_57898
example_vamb_bin_3834	example_contig_14388
example_vamb_bin_3834	example_contig_26906
example_vamb_bin_3834	example_contig_77935
example_vamb_bin_3834	example_contig_64735
example_vamb_bin_3834	example_contig_46913
example_vamb_bin_3834	example_contig_77452
example_vamb_bin_3834	example_contig_70518
example_vamb_bin_3840	example_contig_61386
example_vamb_bin_3840	example_contig_32886
example_vamb_bin_3864	example_contig_73830
example_vamb_bin_3907	example_contig_69939
example_vamb_bin_3907	example_contig_56616
example_vamb_bin_3943	example_contig_69707
example_vamb_bin_4006	example_contig_17878
example_vamb_bin_4006	example_contig_18750
example_vamb_bin_4006	example_contig_16767
example_vamb_bin_4006	example_contig_68253
example_vamb_bin_4006	example_contig_29490
example_vamb_bin_4017	example_contig_22116
example_vamb_bin_4017	example_contig_71201
example_vamb_bin_4020	example_contig_25928
example_vamb_bin_4037	example_contig_7490
example_vamb_bin_4037	example_contig_50549
example_vamb_bin_4039	example_contig_7930
example_vamb_bin_4052	example_contig_48617
example_vamb_bin_4052	example_contig_64070
example_vamb_bin_4052	example_contig_18018
example_vamb_bin_4052	example_contig_9963
example_vamb_bin_4052	example_contig_64302
example_vamb_bin_4052	example_contig_27227
example_vamb_bin_4052	example_contig_1903
example_vamb_bin_4052	example_contig_13964
example_vamb_bin_4052	example_contig_67262
example_vamb_bin_4052	example_contig_33676
example_vamb_bin_4052	example_contig_63218
example_vamb_bin_4052	example_contig_1440
example_vamb_bin_4052	example_contig_66090
example_vamb_bin_4052	example_contig_32623
example_vamb_bin_4052	example_contig_49719
example_vamb_bin_4052	example_contig_11934
example_vamb_bin_4052	example_contig_62020
example_vamb_bin_4052	example_contig_17850
example_vamb_bin_4052	example_contig_27611
example_vamb_bin_4052	example_contig_24744
example_vamb_bin_4052	example_contig_27788
example_vamb_bin_4052	example_contig_17216
example_vamb_bin_4052	example_contig_71541
example_vamb_bin_4052	example_contig_10502
example_vamb_bin_4052	example_contig_34815
example_vamb_bin_4052	example_contig_7645
example_vamb_bin_4052	example_contig_29519
example_vamb_bin_4052	example_contig_34945
example_vamb_bin_4052	example_contig_38088
example_vamb_bin_4052	example_contig_69807
example_vamb_bin_4052	example_contig_63393
example_vamb_bin_4052	example_contig_23359
example_vamb_bin_4052	example_contig_22858
example_vamb_bin_4052	example_contig_45317
example_vamb_bin_4052	example_contig_12039
example_vamb_bin_4052	example_contig_78861
example_vamb_bin_4052	example_contig_49473
example_vamb_bin_4052	example_contig_57560
example_vamb_bin_4052	example_contig_14941
example_vamb_bin_4052	example_contig_47391
example_vamb_bin_4052	example_contig_7021
example_vamb_bin_4052	example_contig_72229
example_vamb_bin_4052	example_contig_52533
example_vamb_bin_4052	example_contig_52268
example_vamb_bin_4052	example_contig_77767
example_vamb_bin_4052	example_contig_14519
example_vamb_bin_4052	example_contig_33498
example_vamb_bin_4052	example_contig_64488
example_vamb_bin_4052	example_contig_58589
example_vamb_bin_4052	example_contig_59594
example_vamb_bin_4061	example_contig_6543
example_vamb_bin_4061	example_contig_10955
example_vamb_bin_4061	example_contig_32543
example_vamb_bin_4061	example_contig_58893
example_vamb_bin_4061	example_contig_35323
example_vamb_bin_4063	example_contig_64564
example_vamb_bin_4064	example_contig_52504
example_vamb_bin_4109	example_contig_47067
example_vamb_bin_4120	example_contig_30607
example_vamb_bin_4134	example_contig_71396
example_vamb_bin_4138	example_contig_217
example_vamb_bin_4148	example_contig_71249
example_vamb_bin_4164	example_contig_50547
example_vamb_bin_4164	example_contig_54650
example_vamb_bin_4200	example_contig_23176
example_vamb_bin_4200	example_contig_28440
example_vamb_bin_4200	example_contig_14171
example_vamb_bin_4200	example_contig_12036
example_vamb_bin_4213	example_contig_24577
example_vamb_bin_4213	example_contig_2171
example_vamb_bin_4213	example_contig_22578
example_vamb_bin_4213	example_contig_70950
example_vamb_bin_4213	example_contig_5464
example_vamb_bin_4213	example_contig_23868
example_vamb_bin_4213	example_contig_55550
example_vamb_bin_4213	example_contig_24108
example_vamb_bin_4213	example_contig_57597
example_vamb_bin_4213	example_contig_5682
example_vamb_bin_4213	example_contig_72575
example_vamb_bin_4213	example_contig_24835
example_vamb_bin_4213	example_contig_41955
example_vamb_bin_4213	example_contig_3464
example_vamb_bin_4213	example_contig_68505
example_vamb_bin_4213	example_contig_31807
example_vamb_bin_4213	example_contig_35196
example_vamb_bin_4213	example_contig_67445
example_vamb_bin_4213	example_contig_67150
example_vamb_bin_4213	example_contig_25247
example_vamb_bin_4213	example_contig_14569
example_vamb_bin_4213	example_contig_51142
example_vamb_bin_4213	example_contig_33954
example_vamb_bin_4213	example_contig_45940
example_vamb_bin_4213	example_contig_27103
example_vamb_bin_4213	example_contig_37988
example_vamb_bin_4213	example_contig_30453
example_vamb_bin_4213	example_contig_42479
example_vamb_bin_4213	example_contig_4313
example_vamb_bin_4213	example_contig_53083
example_vamb_bin_4213	example_contig_67808
example_vamb_bin_4213	example_contig_15361
example_vamb_bin_4213	example_contig_6125
example_vamb_bin_4213	example_contig_23556
example_vamb_bin_4213	example_contig_34472
example_vamb_bin_4213	example_contig_41801
example_vamb_bin_4213	example_contig_26962
example_vamb_bin_4213	example_contig_12448
example_vamb_bin_4213	example_contig_61075
example_vamb_bin_4213	example_contig_57216
example_vamb_bin_4213	example_contig_43149
example_vamb_bin_4213	example_contig_31781
example_vamb_bin_4213	example_contig_16778
example_vamb_bin_4213	example_contig_30535
example_vamb_bin_4213	example_contig_77225
example_vamb_bin_4213	example_contig_80034
example_vamb_bin_4213	example_contig_79554
example_vamb_bin_4213	example_contig_31388
example_vamb_bin_4213	example_contig_56662
example_vamb_bin_4213	example_contig_71967
example_vamb_bin_4213	example_contig_72593
example_vamb_bin_4213	example_contig_53290
example_vamb_bin_4213	example_contig_18477
example_vamb_bin_4213	example_contig_17142
example_vamb_bin_4213	example_contig_55357
example_vamb_bin_4213	example_contig_43447
example_vamb_bin_4213	example_contig_5545
example_vamb_bin_4213	example_contig_2661
example_vamb_bin_4213	example_contig_73617
example_vamb_bin_4213	example_contig_7423
example_vamb_bin_4213	example_contig_77958
example_vamb_bin_4213	example_contig_71318
example_vamb_bin_4213	example_contig_78171
example_vamb_bin_4213	example_contig_73721
example_vamb_bin_4213	example_contig_21678
example_vamb_bin_4213	example_contig_10656
example_vamb_bin_4213	example_contig_47131
example_vamb_bin_4213	example_contig_10181
example_vamb_bin_4213	example_contig_52612
example_vamb_bin_4213	example_contig_73829
example_vamb_bin_4213	example_contig_65944
example_vamb_bin_4213	example_contig_54688
example_vamb_bin_4213	example_contig_53835
example_vamb_bin_4213	example_contig_11753
example_vamb_bin_4213	example_contig_27701
example_vamb_bin_4213	example_contig_47312
example_vamb_bin_4213	example_contig_1957
example_vamb_bin_4213	example_contig_5296
example_vamb_bin_4213	example_contig_44876
example_vamb_bin_4213	example_contig_25909
example_vamb_bin_4213	example_contig_31990
example_vamb_bin_4213	example_contig_31391
example_vamb_bin_4213	example_contig_43177
example_vamb_bin_4213	example_contig_19931
example_vamb_bin_4213	example_contig_26327
example_vamb_bin_4213	example_contig_21316
example_vamb_bin_4213	example_contig_22962
example_vamb_bin_4218	example_contig_25833
example_vamb_bin_4235	example_contig_57811
example_vamb_bin_4235	example_contig_44231
example_vamb_bin_4256	example_contig_31330
example_vamb_bin_4263	example_contig_10042
example_vamb_bin_4264	example_contig_45663
example_vamb_bin_4265	example_contig_15455
example_vamb_bin_4304	example_contig_4978
example_vamb_bin_4308	example_contig_5833
example_vamb_bin_4321	example_contig_75281
example_vamb_bin_4321	example_contig_32586
example_vamb_bin_4343	example_contig_45141
example_vamb_bin_4343	example_contig_1700
example_vamb_bin_4343	example_contig_47276
example_vamb_bin_4343	example_contig_37348
example_vamb_bin_4343	example_contig_21562
example_vamb_bin_4343	example_contig_55308
example_vamb_bin_4343	example_contig_49363
example_vamb_bin_4343	example_contig_31438
example_vamb_bin_4343	example_contig_59697
example_vamb_bin_4343	example_contig_47942
example_vamb_bin_4343	example_contig_73469
example_vamb_bin_4343	example_contig_9416
example_vamb_bin_4343	example_contig_36747
example_vamb_bin_4343	example_contig_10397
example_vamb_bin_4343	example_contig_12213
example_vamb_bin_4343	example_contig_15460
example_vamb_bin_4343	example_contig_5615
example_vamb_bin_4343	example_contig_77773
example_vamb_bin_4343	example_contig_41356
example_vamb_bin_4343	example_contig_34972
example_vamb_bin_4343	example_contig_68911
example_vamb_bin_4343	example_contig_2996
example_vamb_bin_4343	example_contig_56563
example_vamb_bin_4343	example_contig_64577
example_vamb_bin_4343	example_contig_47237
example_vamb_bin_4343	example_contig_6566
example_vamb_bin_4343	example_contig_58296
example_vamb_bin_4343	example_contig_45831
example_vamb_bin_4343	example_contig_47903
example_vamb_bin_4343	example_contig_46940
example_vamb_bin_4343	example_contig_56070
example_vamb_bin_4343	example_contig_61169
example_vamb_bin_4343	example_contig_80889
example_vamb_bin_4343	example_contig_34087
example_vamb_bin_4343	example_contig_18296
example_vamb_bin_4343	example_contig_1372
example_vamb_bin_4343	example_contig_10008
example_vamb_bin_4343	example_contig_17839
example_vamb_bin_4343	example_contig_50218
example_vamb_bin_4343	example_contig_3868
example_vamb_bin_4417	example_contig_21847
example_vamb_bin_4420	example_contig_47643
example_vamb_bin_4439	example_contig_45878
example_vamb_bin_4448	example_contig_22305
example_vamb_bin_4468	example_contig_37805
example_vamb_bin_4479	example_contig_42084
example_vamb_bin_4509	example_contig_66535
example_vamb_bin_4509	example_contig_19958
example_vamb_bin_4509	example_contig_50628
example_vamb_bin_4523	example_contig_72027
example_vamb_bin_4539	example_contig_23260
example_vamb_bin_4556	example_contig_61921
example_vamb_bin_4561	example_contig_45637
example_vamb_bin_4577	example_contig_9095
example_vamb_bin_4577	example_contig_18714
example_vamb_bin_4577	example_contig_67330
example_vamb_bin_4577	example_contig_1955
example_vamb_bin_4577	example_contig_13644
example_vamb_bin_4577	example_contig_29970
example_vamb_bin_4577	example_contig_76388
example_vamb_bin_4577	example_contig_1774
example_vamb_bin_4577	example_contig_8571
example_vamb_bin_4578	example_contig_53414
example_vamb_bin_4578	example_contig_1769
example_vamb_bin_4595	example_contig_40795
example_vamb_bin_4650	example_contig_11267
example_vamb_bin_4678	example_contig_54293
example_vamb_bin_4678	example_contig_8381
example_vamb_bin_4678	example_contig_11668
example_vamb_bin_4678	example_contig_60188
example_vamb_bin_4720	example_contig_6308
example_vamb_bin_4720	example_contig_4458
example_vamb_bin_4720	example_contig_42061
example_vamb_bin_4720	example_contig_8098
example_vamb_bin_4720	example_contig_34481
example_vamb_bin_4720	example_contig_75644
example_vamb_bin_4720	example_contig_44791
example_vamb_bin_4720	example_contig_56371
example_vamb_bin_4720	example_contig_563
example_vamb_bin_4720	example_contig_18663
example_vamb_bin_4720	example_contig_61565
example_vamb_bin_4726	example_contig_68652
example_vamb_bin_4738	example_contig_69319
example_vamb_bin_4749	example_contig_18906
example_vamb_bin_4752	example_contig_54582
example_vamb_bin_4759	example_contig_13366
example_vamb_bin_4759	example_contig_71847
example_vamb_bin_4759	example_contig_44058
example_vamb_bin_4759	example_contig_14420
example_vamb_bin_4759	example_contig_5521
example_vamb_bin_4768	example_contig_32887
example_vamb_bin_4791	example_contig_30668
example_vamb_bin_4791	example_contig_38380
example_vamb_bin_4813	example_contig_36602
example_vamb_bin_4825	example_contig_76490
example_vamb_bin_4825	example_contig_39097
example_vamb_bin_4825	example_contig_69467
example_vamb_bin_4825	example_contig_39491
example_vamb_bin_4825	example_contig_80480
example_vamb_bin_4825	example_contig_55257
example_vamb_bin_4825	example_contig_61384
example_vamb_bin_4825	example_contig_63408
example_vamb_bin_4825	example_contig_30881
example_vamb_bin_4825	example_contig_49381
example_vamb_bin_4825	example_contig_6638
example_vamb_bin_4825	example_contig_2759
example_vamb_bin_4825	example_contig_1387
example_vamb_bin_4825	example_contig_58630
example_vamb_bin_4825	example_contig_31456
example_vamb_bin_4825	example_contig_60816
example_vamb_bin_4825	example_contig_54045
example_vamb_bin_4825	example_contig_73971
example_vamb_bin_4825	example_contig_9979
example_vamb_bin_4825	example_contig_73157
example_vamb_bin_4825	example_contig_16131
example_vamb_bin_4825	example_contig_65567
example_vamb_bin_4825	example_contig_51012
example_vamb_bin_4825	example_contig_64406
example_vamb_bin_4825	example_contig_51304
example_vamb_bin_4825	example_contig_14503
example_vamb_bin_4825	example_contig_60713
example_vamb_bin_4825	example_contig_7937
example_vamb_bin_4825	example_contig_56535
example_vamb_bin_4825	example_contig_26844
example_vamb_bin_4825	example_contig_7147
example_vamb_bin_4825	example_contig_16456
example_vamb_bin_4825	example_contig_44929
example_vamb_bin_4825	example_contig_9569
example_vamb_bin_4825	example_contig_50994
example_vamb_bin_4825	example_contig_9768
example_vamb_bin_4825	example_contig_49034
example_vamb_bin_4825	example_contig_67954
example_vamb_bin_4825	example_contig_34794
example_vamb_bin_4825	example_contig_80125
example_vamb_bin_4848	example_contig_13491
example_vamb_bin_4848	example_contig_7409
example_vamb_bin_4848	example_contig_38441
example_vamb_bin_4848	example_contig_22891
example_vamb_bin_4848	example_contig_54815
example_vamb_bin_4848	example_contig_43200
example_vamb_bin_4848	example_contig_35230
example_vamb_bin_4848	example_contig_59051
example_vamb_bin_4848	example_contig_39243
example_vamb_bin_4848	example_contig_41175
example_vamb_bin_4848	example_contig_9238
example_vamb_bin_4848	example_contig_64493
example_vamb_bin_4848	example_contig_18633
example_vamb_bin_4848	example_contig_39961
example_vamb_bin_4848	example_contig_41881
example_vamb_bin_4848	example_contig_53999
example_vamb_bin_4848	example_contig_20803
example_vamb_bin_4848	example_contig_51352
example_vamb_bin_4848	example_contig_43669
example_vamb_bin_4848	example_contig_62529
example_vamb_bin_4848	example_contig_24076
example_vamb_bin_4848	example_contig_53425
example_vamb_bin_4848	example_contig_20226
example_vamb_bin_4848	example_contig_21091
example_vamb_bin_4848	example_contig_19661
example_vamb_bin_4848	example_contig_7941
example_vamb_bin_4848	example_contig_5671
example_vamb_bin_4848	example_contig_61073
example_vamb_bin_4848	example_contig_71520
example_vamb_bin_4848	example_contig_20709
example_vamb_bin_4848	example_contig_57920
example_vamb_bin_4848	example_contig_73948
example_vamb_bin_4848	example_contig_57484
example_vamb_bin_4848	example_contig_76658
example_vamb_bin_4848	example_contig_38653
example_vamb_bin_4848	example_contig_63787
example_vamb_bin_4848	example_contig_36972
example_vamb_bin_4848	example_contig_23468
example_vamb_bin_4848	example_contig_67552
example_vamb_bin_4848	example_contig_9177
example_vamb_bin_4848	example_contig_29364
example_vamb_bin_4848	example_contig_50882
example_vamb_bin_4848	example_contig_15685
example_vamb_bin_4848	example_contig_15793
example_vamb_bin_4848	example_contig_37744
example_vamb_bin_4852	example_contig_80101
example_vamb_bin_4852	example_contig_72739
example_vamb_bin_4852	example_contig_3943
example_vamb_bin_4852	example_contig_38803
example_vamb_bin_4852	example_contig_65914
example_vamb_bin_4852	example_contig_8267
example_vamb_bin_4852	example_contig_41439
example_vamb_bin_4852	example_contig_30792
example_vamb_bin_4852	example_contig_16727
example_vamb_bin_4852	example_contig_46527
example_vamb_bin_4852	example_contig_9478
example_vamb_bin_4852	example_contig_62536
example_vamb_bin_4852	example_contig_79700
example_vamb_bin_4852	example_contig_64202
example_vamb_bin_4852	example_contig_20996
example_vamb_bin_4852	example_contig_71928
example_vamb_bin_4852	example_contig_45042
example_vamb_bin_4852	example_contig_22042
example_vamb_bin_4852	example_contig_59468
example_vamb_bin_4852	example_contig_32129
example_vamb_bin_4890	example_contig_21240
example_vamb_bin_4905	example_contig_8063
example_vamb_bin_4914	example_contig_52623
example_vamb_bin_4942	example_contig_16141
example_vamb_bin_4959	example_contig_38397
example_vamb_bin_4959	example_contig_53731
example_vamb_bin_4959	example_contig_39643
example_vamb_bin_4959	example_contig_11495
example_vamb_bin_4959	example_contig_28394
example_vamb_bin_4979	example_contig_45066
example_vamb_bin_4997	example_contig_38384
example_vamb_bin_5002	example_contig_13657
example_vamb_bin_5008	example_contig_58928
example_vamb_bin_5008	example_contig_59665
example_vamb_bin_5015	example_contig_70132
example_vamb_bin_5015	example_contig_62204
example_vamb_bin_5020	example_contig_8503
example_vamb_bin_5060	example_contig_50473
example_vamb_bin_5061	example_contig_79599
example_vamb_bin_5061	example_contig_18388
example_vamb_bin_5061	example_contig_2795
example_vamb_bin_5061	example_contig_20752
example_vamb_bin_5077	example_contig_43364
example_vamb_bin_5086	example_contig_8501
example_vamb_bin_5130	example_contig_536
example_vamb_bin_5136	example_contig_19608
example_vamb_bin_5136	example_contig_12557
example_vamb_bin_5136	example_contig_40994
example_vamb_bin_5136	example_contig_2077
example_vamb_bin_5136	example_contig_29943
example_vamb_bin_5136	example_contig_62321
example_vamb_bin_5136	example_contig_2655
example_vamb_bin_5141	example_contig_28462
example_vamb_bin_5141	example_contig_15190
example_vamb_bin_5141	example_contig_64432
example_vamb_bin_5141	example_contig_9361
example_vamb_bin_5141	example_contig_33950
example_vamb_bin_5141	example_contig_69
example_vamb_bin_5141	example_contig_60391
example_vamb_bin_5152	example_contig_63535
example_vamb_bin_5152	example_contig_37486
example_vamb_bin_5152	example_contig_54690
example_vamb_bin_5155	example_contig_56047
example_vamb_bin_5155	example_contig_52628
example_vamb_bin_5163	example_contig_73050
example_vamb_bin_5163	example_contig_74385
example_vamb_bin_5163	example_contig_20313
example_vamb_bin_5163	example_contig_26099
example_vamb_bin_5163	example_contig_43235
example_vamb_bin_5163	example_contig_19600
example_vamb_bin_5163	example_contig_64308
example_vamb_bin_5163	example_contig_3841
example_vamb_bin_5163	example_contig_6500
example_vamb_bin_5163	example_contig_59820
example_vamb_bin_5181	example_contig_12399
example_vamb_bin_5191	example_contig_57222
example_vamb_bin_5195	example_contig_58250
example_vamb_bin_5220	example_contig_60776
example_vamb_bin_5237	example_contig_43663
example_vamb_bin_5237	example_contig_20522
example_vamb_bin_5237	example_contig_35743
example_vamb_bin_5237	example_contig_66333
example_vamb_bin_5237	example_contig_55092
example_vamb_bin_5237	example_contig_66748
example_vamb_bin_5237	example_contig_41558
example_vamb_bin_5237	example_contig_17123
example_vamb_bin_5237	example_contig_19547
example_vamb_bin_5237	example_contig_39965
example_vamb_bin_5237	example_contig_51448
example_vamb_bin_5237	example_contig_25738
example_vamb_bin_5237	example_contig_21245
example_vamb_bin_5237	example_contig_51555
example_vamb_bin_5237	example_contig_13280
example_vamb_bin_5238	example_contig_79060
example_vamb_bin_5238	example_contig_68186
example_vamb_bin_5238	example_contig_24287
example_vamb_bin_5238	example_contig_59714
example_vamb_bin_5255	example_contig_45474
example_vamb_bin_5263	example_contig_32276
example_vamb_bin_5263	example_contig_16942
example_vamb_bin_5317	example_contig_26796
example_vamb_bin_5350	example_contig_78220
example_vamb_bin_5420	example_contig_1265
example_vamb_bin_5488	example_contig_52394
example_vamb_bin_5488	example_contig_71788
example_vamb_bin_5488	example_contig_30322
example_vamb_bin_5488	example_contig_3365
example_vamb_bin_5488	example_contig_59395
example_vamb_bin_5488	example_contig_49136
example_vamb_bin_5488	example_contig_38985
example_vamb_bin_5488	example_contig_4119
example_vamb_bin_5488	example_contig_56074
example_vamb_bin_5488	example_contig_78262
example_vamb_bin_5488	example_contig_63344
example_vamb_bin_5488	example_contig_6551
example_vamb_bin_5502	example_contig_3904
example_vamb_bin_5506	example_contig_21422
example_vamb_bin_5506	example_contig_46910
example_vamb_bin_5526	example_contig_18554
example_vamb_bin_5535	example_contig_42248
example_vamb_bin_5582	example_contig_20677
example_vamb_bin_5582	example_contig_20712
example_vamb_bin_5585	example_contig_14229
example_vamb_bin_5585	example_contig_191
example_vamb_bin_5585	example_contig_60743
example_vamb_bin_5608	example_contig_42212
example_vamb_bin_5608	example_contig_9085
example_vamb_bin_5608	example_contig_35447
example_vamb_bin_5613	example_contig_11276
example_vamb_bin_5617	example_contig_4671
example_vamb_bin_5622	example_contig_31436
example_vamb_bin_5624	example_contig_78704
example_vamb_bin_5668	example_contig_70115
example_vamb_bin_5672	example_contig_13627
example_vamb_bin_5672	example_contig_10305
example_vamb_bin_5672	example_contig_68913
example_vamb_bin_5672	example_contig_56978
example_vamb_bin_5672	example_contig_78170
example_vamb_bin_5672	example_contig_35465
example_vamb_bin_5672	example_contig_74909
example_vamb_bin_5672	example_contig_17911
example_vamb_bin_5672	example_contig_80333
example_vamb_bin_5672	example_contig_29673
example_vamb_bin_5672	example_contig_55679
example_vamb_bin_5672	example_contig_61726
example_vamb_bin_5672	example_contig_65570
example_vamb_bin_5672	example_contig_79276
example_vamb_bin_5672	example_contig_57911
example_vamb_bin_5672	example_contig_67567
example_vamb_bin_5672	example_contig_26178
example_vamb_bin_5672	example_contig_26440
example_vamb_bin_5672	example_contig_77072
example_vamb_bin_5672	example_contig_28409
example_vamb_bin_5672	example_contig_27760
example_vamb_bin_5672	example_contig_50692
example_vamb_bin_5672	example_contig_68144
example_vamb_bin_5672	example_contig_64254
example_vamb_bin_5672	example_contig_77242
example_vamb_bin_5672	example_contig_51359
example_vamb_bin_5703	example_contig_56222
example_vamb_bin_5705	example_contig_9407
example_vamb_bin_5705	example_contig_45583
example_vamb_bin_5705	example_contig_4789
example_vamb_bin_5705	example_contig_12842
example_vamb_bin_5705	example_contig_14234
example_vamb_bin_5705	example_contig_70980
example_vamb_bin_5754	example_contig_42157
example_vamb_bin_5763	example_contig_55449
example_vamb_bin_5763	example_contig_133
example_vamb_bin_5763	example_contig_54028
example_vamb_bin_5763	example_contig_39342
example_vamb_bin_5763	example_contig_36381
example_vamb_bin_5763	example_contig_9728
example_vamb_bin_5763	example_contig_44531
example_vamb_bin_5763	example_contig_11298
example_vamb_bin_5763	example_contig_28857
example_vamb_bin_5763	example_contig_55050
example_vamb_bin_5767	example_contig_24638
example_vamb_bin_5767	example_contig_9978
example_vamb_bin_5767	example_contig_35944
example_vamb_bin_5793	example_contig_44065
example_vamb_bin_5796	example_contig_597
example_vamb_bin_5828	example_contig_6260
example_vamb_bin_5830	example_contig_62493
example_vamb_bin_5835	example_contig_11763
example_vamb_bin_5864	example_contig_16867
example_vamb_bin_5919	example_contig_71259
example_vamb_bin_5922	example_contig_42228
example_vamb_bin_5988	example_contig_4079
example_vamb_bin_5996	example_contig_39886
example_vamb_bin_6006	example_contig_49215
example_vamb_bin_6006	example_contig_5245
example_vamb_bin_6006	example_contig_49766
example_vamb_bin_6006	example_contig_37015
example_vamb_bin_6006	example_contig_57687
example_vamb_bin_6006	example_contig_21256
example_vamb_bin_6006	example_contig_47241
example_vamb_bin_6006	example_contig_1367
example_vamb_bin_6006	example_contig_41136
example_vamb_bin_6006	example_contig_10820
example_vamb_bin_6006	example_contig_55277
example_vamb_bin_6006	example_contig_38481
example_vamb_bin_6006	example_contig_60552
example_vamb_bin_6006	example_contig_4828
example_vamb_bin_6006	example_contig_22870
example_vamb_bin_6006	example_contig_51125
example_vamb_bin_6006	example_contig_21143
example_vamb_bin_6006	example_contig_22292
example_vamb_bin_6006	example_contig_36380
example_vamb_bin_6006	example_contig_4544
example_vamb_bin_6006	example_contig_17918
example_vamb_bin_6006	example_contig_68896
example_vamb_bin_6006	example_contig_69880
example_vamb_bin_6006	example_contig_72297
example_vamb_bin_6006	example_contig_25575
example_vamb_bin_6006	example_contig_61506
example_vamb_bin_6006	example_contig_18341
